director.id,director.gender,director.birth_year,director.birth_country,director.tf.movie_director
Director_80523,G1,1976.0,C39,4
Director_80616,G1,1935.0,C7,5
Director_80744,G1,1965.0,C26,1
Director_1784860,G2,1962.0,C7,3
Director_80877,G1,1976.0,C7,2
Director_80896,G1,1938.0,C26,2
Director_80919,G1,1934.0,C26,16
Director_80976,G1,1966.0,C26,1
Director_81080,G1,1975.0,C7,2
Director_81130,G1,1942.0,C7,2
Director_1785114,G2,1977.0,C7,1
Director_81580,G1,1970.0,C2,2
Director_1785248,G2,1945.0,C10,3
Director_81624,G1,1931.0,C7,1
Director_81814,G1,1978.0,C10,2
Director_1785366,G2,1980.0,C7,1
Director_81947,G1,1967.0,C17,1
Director_81973,G1,1960.0,C7,1
Director_82172,G1,1947.0,C26,3
Director_82173,G1,1901.0,C26,1
Director_82186,G1,1887.0,C77,1
Director_82198,G1,1921.0,C10,1
Director_82384,G1,1953.0,C20,1
Director_82418,G1,1967.0,C1,4
Director_82433,G1,1947.0,C36,11
Director_82434,G1,1948.0,C104,3
Director_82585,G1,1949.0,C114,1
Director_82600,G1,1982.0,C7,1
Director_82622,G1,1945.0,C65,1
Director_82968,G1,1971.0,C7,1
Director_83095,G1,1931.0,C24,2
Director_83239,G1,1932.0,C7,2
Director_83279,G1,1868.0,C7,1
Director_83330,G1,1973.0,C7,1
Director_83927,G1,1916.0,C26,8
Director_83954,G1,1916.0,C26,37
Director_84128,G1,1984.0,C7,1
Director_84177,G1,1956.0,C7,1
Director_1786692,G2,1982.0,C7,1
Director_84665,G1,1938.0,C112,17
Director_84719,G1,1957.0,C116,2
Director_84774,G1,1971.0,C40,3
Director_84826,G1,1945.0,C7,8
Director_84852,G1,1959.0,C46,9
Director_84879,G1,1930.0,C28,5
Director_84880,G1,1927.0,C28,1
Director_84890,G1,1936.0,C115,1
Director_84955,G1,1968.0,C1,8
Director_84957,G1,1949.0,C1,3
Director_84995,G1,1950.0,C37,2
Director_85015,G1,1930.0,C40,9
Director_85083,G1,1904.0,C46,1
Director_85168,G1,1953.0,C20,1
Director_1787053,G2,1950.0,C2,7
Director_85420,G1,1937.0,C26,4
Director_85470,G1,1949.0,C37,3
Director_85617,G1,1950.0,C4,1
Director_85660,G1,1975.0,C7,8
Director_85695,G1,1917.0,C17,26
Director_85697,G1,1930.0,C17,2
Director_85847,G1,1954.0,C17,1
Director_1787403,G2,1933.0,C17,1
Director_85907,G1,1929.0,C2,8
Director_85956,G1,1958.0,C7,1
Director_85957,G1,1976.0,C7,1
Director_86011,G1,1952.0,C7,2
Director_86019,G1,1960.0,C7,2
Director_86033,G1,1973.0,C7,1
Director_86141,G1,1970.0,C7,1
Director_86168,G1,1931.0,C7,10
Director_86216,G1,1966.0,C7,1
Director_86300,G1,1919.0,C53,34
Director_86437,G1,1946.0,C20,3
Director_86469,G1,1905.0,C2,1
Director_1787807,G2,1975.0,C7,2
Director_86814,G1,1957.0,C7,1
Director_87233,G1,1972.0,C26,1
Director_87262,G1,1942.0,C7,1
Director_87266,G1,1937.0,C7,6
Director_87377,G1,1981.0,C7,1
Director_87448,G1,1972.0,C1,1
Director_87496,G1,1902.0,C39,1
Director_87559,G1,1970.0,C7,1
Director_1788424,G2,1960.0,C1,1
Director_87760,G1,1935.0,C4,2
Director_87805,G1,1924.0,C72,37
Director_87871,G1,1924.0,C4,2
Director_88118,G1,1885.0,C44,8
Director_1788733,G2,1912.0,C4,1
Director_88365,G1,1877.0,C7,1
Director_88522,G1,1964.0,C40,3
Director_88774,G1,1884.0,C44,1
Director_88788,G1,1943.0,C45,1
Director_89071,G1,1968.0,C24,1
Director_1789242,G2,1931.0,C7,1
Director_89323,G1,1924.0,C2,13
Director_89346,G1,1951.0,C7,31
Director_89615,G1,1960.0,C1,2
Director_89680,G1,1954.0,C61,2
Director_90206,G1,1950.0,C72,2
Director_90213,G1,1988.0,C72,1
Director_90285,G1,1937.0,C6,5
Director_90298,G1,1975.0,C2,1
Director_90390,G1,1972.0,C7,22
Director_1789719,G2,1954.0,C16,3
Director_90508,G1,1957.0,C14,1
Director_90742,G1,1977.0,C33,1
Director_1789889,G2,1974.0,C7,1
Director_90931,G1,1897.0,C17,12
Director_90965,G1,1986.0,C7,1
Director_90982,G1,1966.0,C7,1
Director_1790118,G2,1944.0,C26,1
Director_91409,G1,1925.0,C45,2
Director_91417,G1,1917.0,C31,1
Director_91536,G1,1870.0,C26,2
Director_1790594,G2,1911.0,C46,1
Director_92454,G1,1974.0,C7,6
Director_92560,G1,1918.0,C2,8
Director_92678,G1,1963.0,C7,5
Director_92701,G1,1924.0,C53,1
Director_92766,G1,1963.0,C72,1
Director_93260,G1,1911.0,C7,93
Director_94129,G1,1974.0,C10,4
Director_94161,G1,1956.0,C7,10
Director_94240,G1,1974.0,C36,5
Director_94378,G1,1922.0,C1,16
Director_94379,G1,1964.0,C1,5
Director_94461,G1,1941.0,C46,8
Director_94584,G1,1970.0,C8,1
Director_94610,G1,1913.0,C7,77
Director_94622,G1,1949.0,C1,2
Director_94649,G1,1929.0,C36,15
Director_94810,G1,1972.0,C72,5
Director_94885,G1,1940.0,C17,1
Director_94948,G1,1980.0,C36,1
Director_95077,G1,1958.0,C17,1
Director_95158,G1,1943.0,C17,4
Director_95165,G1,1921.0,C2,2
Director_95274,G1,1942.0,C2,2
Director_95288,G1,1974.0,C54,1
Director_95319,G1,1945.0,C112,1
Director_95433,G1,1952.0,C26,5
Director_95436,G1,1956.0,C10,3
Director_1792597,G2,1961.0,C7,1
Director_95670,G1,1886.0,C10,12
Director_95770,G1,1950.0,C7,1
Director_95797,G1,1898.0,C23,6
Director_96053,G1,1949.0,C20,1
Director_96162,G1,1975.0,C7,2
Director_96183,G1,1912.0,C7,1
Director_96186,G1,1972.0,C7,1
Director_96228,G1,1918.0,C2,3
Director_96250,G1,1972.0,C40,2
Director_97177,G1,1902.0,C23,12
Director_97430,G1,1963.0,C26,2
Director_97475,G1,1955.0,C7,6
Director_1793646,G2,1949.0,C7,11
Director_97530,G1,1974.0,C72,3
Director_97566,G1,1967.0,C7,6
Director_97586,G1,1958.0,C26,7
Director_97798,G1,1968.0,C45,1
Director_97852,G1,1927.0,C7,6
Director_98049,G1,1967.0,C26,3
Director_98064,G1,1970.0,C7,1
Director_98090,G1,1965.0,C55,7
Director_98115,G1,1955.0,C55,3
Director_98180,G1,1929.0,C2,1
Director_98250,G1,1934.0,C2,2
Director_98262,G1,1964.0,C2,4
Director_98282,G1,1959.0,C7,1
Director_98349,G1,1949.0,C7,19
Director_98378,G1,1960.0,C4,6
Director_1794124,G2,1952.0,C7,1
Director_98466,G1,1921.0,C7,1
Director_98714,G1,1963.0,C2,4
Director_98733,G1,1968.0,C26,1
Director_1794330,G2,1956.0,C53,1
Director_98946,G1,1981.0,C1,1
Director_99030,G1,1947.0,C1,4
Director_99097,G1,1958.0,C17,1
Director_99160,G1,1955.0,C21,19
Director_99178,G1,1957.0,C21,7
Director_99196,G1,1906.0,C21,2
Director_99199,G1,1928.0,C21,1
Director_99245,G1,1984.0,C26,4
Director_99302,G1,1982.0,C7,2
Director_99599,G1,1975.0,C7,1
Director_99603,G1,1982.0,C24,2
Director_99669,G1,1984.0,C7,1
Director_100061,G1,1935.0,C49,4
Director_100092,G1,1929.0,C7,1
Director_100158,G1,1941.0,C2,2
Director_100214,G1,1966.0,C7,1
Director_100318,G1,1932.0,C7,3
Director_100333,G1,1956.0,C86,17
Director_100463,G1,1948.0,C21,1
Director_100516,G1,1959.0,C1,7
Director_100652,G1,1894.0,C7,1
Director_100816,G1,1912.0,C7,1
Director_100890,G1,1935.0,C26,1
Director_100961,G1,1946.0,C7,1
Director_100982,G1,1918.0,C26,1
Director_101104,G1,1907.0,C7,2
Director_101120,G1,1933.0,C7,1
Director_1795689,G2,1975.0,C7,3
Director_101126,G1,1878.0,C7,8
Director_101330,G1,1971.0,C7,2
Director_101406,G1,1948.0,C37,1
Director_101440,G1,1964.0,C48,3
Director_101482,G1,1938.0,C7,9
Director_101673,G1,1972.0,C4,1
Director_1795994,G2,1971.0,C4,1
Director_101803,G1,1953.0,C7,1
Director_101816,G1,1932.0,C7,1
Director_101830,G1,1924.0,C26,1
Director_101942,G1,1950.0,C36,5
Director_102019,G1,1888.0,C7,1
Director_102030,G1,1956.0,C7,5
Director_102037,G1,1973.0,C26,2
Director_102065,G1,1922.0,C7,10
Director_102111,G1,1976.0,C26,2
Director_102148,G1,1922.0,C7,10
Director_102267,G1,1946.0,C7,1
Director_102306,G1,1975.0,C7,2
Director_1796352,G2,1975.0,C7,2
Director_102355,G1,1969.0,C17,2
Director_1796416,G2,1943.0,C1,2
Director_102504,G1,1902.0,C7,57
Director_102532,G1,1966.0,C7,1
Director_102542,G1,1941.0,C7,1
Director_102706,G1,1944.0,C26,1
Director_102741,G1,1974.0,C120,1
Director_102998,G1,1903.0,C28,2
Director_103045,G1,1982.0,C10,1
Director_103155,G1,1957.0,C38,12
Director_103406,G1,1938.0,C60,6
Director_103547,G1,1964.0,C17,5
Director_103608,G1,1951.0,C60,2
Director_103740,G1,1978.0,C7,1
Director_103778,G1,1955.0,C14,1
Director_104104,G1,1954.0,C122,2
Director_104139,G1,1973.0,C7,3
Director_104195,G1,1988.0,C7,1
Director_104206,G1,1959.0,C14,2
Director_104211,G1,1923.0,C46,7
Director_104358,G1,1956.0,C7,3
Director_104407,G1,1920.0,C7,2
Director_104452,G1,1948.0,C65,1
Director_104579,G1,1981.0,C7,2
Director_105011,G1,1937.0,C2,2
Director_105096,G1,1971.0,C18,1
Director_105456,G1,1928.0,C14,3
Director_1798038,G2,1906.0,C2,1
Director_1798070,G2,1956.0,C7,1
Director_105683,G1,1962.0,C26,1
Director_105797,G1,1966.0,C60,2
Director_1798263,G2,1948.0,C7,3
Director_1798397,G2,1975.0,C7,1
Director_106291,G1,1939.0,C21,7
Director_106299,G1,1975.0,C87,1
Director_106328,G1,1950.0,C21,2
Director_106839,G1,1936.0,C26,8
Director_106870,G1,1945.0,C17,3
Director_107243,G1,1924.0,C17,12
Director_107805,G1,1959.0,C55,4
Director_107975,G1,1958.0,C18,1
Director_107986,G1,1951.0,C1,1
Director_108056,G1,1856.0,C7,1
Director_108260,G1,1974.0,C4,4
Director_108262,G1,1962.0,C4,11
Director_108279,G1,1969.0,C7,7
Director_108417,G1,1971.0,C7,3
Director_108585,G1,1959.0,C124,7
Director_1799606,G2,1940.0,C4,1
Director_108880,G1,1914.0,C17,31
Director_108667,G1,1980.0,C73,1
Director_108873,G1,1967.0,C17,1
Director_108877,G1,1944.0,C17,28
Director_1799805,G2,1977.0,C4,2
Director_109077,G1,1949.0,C7,19
Director_109436,G1,1965.0,C7,13
Director_109448,G1,1955.0,C72,4
Director_109467,G1,1986.0,C26,2
Director_109666,G1,1962.0,C7,13
Director_109958,G1,1942.0,C7,3
Director_110053,G1,1975.0,C1,4
Director_110179,G1,1925.0,C60,12
Director_110248,G1,1967.0,C7,1
Director_110878,G1,1862.0,C7,1
Director_111179,G1,1945.0,C7,2
Director_111550,G1,1984.0,C7,2
Director_1801147,G2,1958.0,C7,1
Director_111756,G1,1981.0,C7,1
Director_1801255,G2,1938.0,C7,1
Director_1801270,G2,1972.0,C7,3
Director_112128,G1,1937.0,C7,4
Director_112229,G1,1971.0,C7,1
Director_112322,G1,1921.0,C7,1
Director_112323,G1,1892.0,C7,132
Director_112422,G1,1967.0,C26,2
Director_1801695,G2,1942.0,C26,12
Director_112562,G1,1888.0,C7,31
Director_112725,G1,1916.0,C4,25
Director_112753,G1,1967.0,C2,5
Director_112814,G1,1973.0,C10,1
Director_113180,G1,1959.0,C7,11
Director_113241,G1,1955.0,C69,6
Director_113480,G1,1907.0,C7,1
Director_113677,G1,1902.0,C46,1
Director_113714,G1,1984.0,C7,8
Director_113756,G1,1929.0,C4,7
Director_113956,G1,1928.0,C7,12
Director_113982,G1,1906.0,C2,13
Director_113998,G1,1933.0,C2,13
Director_114076,G1,1954.0,C4,14
Director_114224,G1,1981.0,C7,7
Director_114246,G1,1930.0,C7,1
Director_114269,G1,1968.0,C7,4
Director_114278,G1,1910.0,C4,21
Director_114279,G1,1954.0,C4,6
Director_114376,G1,1965.0,C7,1
Director_114378,G1,1929.0,C26,1
Director_114649,G1,1981.0,C20,2
Director_114791,G1,1982.0,C7,1
Director_114942,G1,1910.0,C7,1
Director_115050,G1,1972.0,C2,1
Director_115112,G1,1872.0,C36,1
Director_115339,G1,1982.0,C26,3
Director_115362,G1,1952.0,C102,1
Director_115402,G1,1888.0,C7,58
Director_115681,G1,1962.0,C7,16
Director_116223,G1,1870.0,C7,1
Director_116529,G1,1947.0,C118,2
Director_116584,G1,1926.0,C7,1
Director_116626,G1,1972.0,C10,1
Director_116741,G1,1889.0,C4,2
Director_116942,G1,1965.0,C2,1
Director_117056,G1,1946.0,C2,10
Director_117212,G1,1938.0,C16,2
Director_117315,G1,1892.0,C30,11
Director_117382,G1,1978.0,C53,1
Director_117453,G1,1961.0,C64,7
Director_117618,G1,1912.0,C44,1
Director_117769,G1,1967.0,C7,1
Director_117925,G1,1919.0,C7,1
Director_118093,G1,1907.0,C7,2
Director_118283,G1,1928.0,C46,5
Director_118555,G1,1977.0,C7,1
Director_118701,G1,1977.0,C7,2
Director_118814,G1,1973.0,C7,2
Director_1805302,G2,1968.0,C7,1
Director_119246,G1,1891.0,C7,15
Director_1805592,G2,1977.0,C10,1
Director_119599,G1,1968.0,C7,1
Director_1805694,G2,1981.0,C7,1
Director_120293,G1,1935.0,C7,3
Director_120360,G1,1947.0,C1,10
Director_120461,G1,1939.0,C17,22
Director_1806435,G2,1938.0,C2,4
Director_121077,G1,1938.0,C7,2
Director_121390,G1,1961.0,C40,7
Director_121392,G1,1966.0,C40,2
Director_1806868,G2,1948.0,C84,1
Director_1806903,G2,1951.0,C1,1
Director_1806929,G2,1922.0,C55,4
Director_121941,G1,1890.0,C23,1
Director_1807113,G2,1926.0,C91,1
Director_122307,G1,1911.0,C53,1
Director_122377,G1,1926.0,C84,2
Director_122483,G1,1973.0,C2,4
Director_122733,G1,1949.0,C7,32
Director_122882,G1,1917.0,C7,1
Director_1807484,G2,1966.0,C7,1
Director_122943,G1,1967.0,C72,2
Director_122952,G1,1977.0,C18,1
Director_123043,G1,1937.0,C17,10
Director_123085,G1,1905.0,C44,13
Director_123194,G1,1945.0,C7,1
Director_123244,G1,1920.0,C17,5
Director_123287,G1,1938.0,C20,2
Director_123339,G1,1960.0,C28,4
Director_123340,G1,1934.0,C28,15
Director_123401,G1,1935.0,C37,1
Director_1807800,G2,1974.0,C6,1
Director_123549,G1,1987.0,C7,3
Director_1807905,G2,1935.0,C21,2
Director_1807975,G2,1957.0,C2,3
Director_123808,G1,1946.0,C108,1
Director_123858,G1,1952.0,C17,8
Director_124084,G1,1904.0,C4,1
Director_124085,G1,1965.0,C7,1
Director_1808179,G2,1962.0,C2,1
Director_124095,G1,1957.0,C2,1
Director_124144,G1,1979.0,C7,4
Director_124297,G1,1938.0,C7,19
Director_124692,G1,1893.0,C7,79
Director_1808498,G2,1960.0,C7,1
Director_124844,G1,1962.0,C7,2
Director_124872,G1,1899.0,C26,2
Director_124873,G1,1889.0,C33,1
Director_125013,G1,1950.0,C26,16
Director_125309,G1,1968.0,C10,1
Director_125496,G1,1971.0,C26,5
Director_1808988,G2,1983.0,C7,1
Director_125667,G1,1969.0,C72,2
Director_125706,G1,1942.0,C7,3
Director_125756,G1,1886.0,C7,1
Director_125765,G1,1873.0,C4,1
Director_125851,G1,1948.0,C10,1
Director_125962,G1,1947.0,C2,2
Director_125984,G1,1948.0,C1,1
Director_126018,G1,1976.0,C2,5
Director_126033,G1,1967.0,C84,3
Director_126086,G1,1943.0,C84,2
Director_1809284,G2,1977.0,C7,3
Director_126228,G1,1858.0,C26,1
Director_126240,G1,1968.0,C7,2
Director_126372,G1,1977.0,C7,1
Director_126410,G1,1956.0,C7,3
Director_126486,G1,1969.0,C84,1
Director_126594,G1,1956.0,C4,2
Director_126651,G1,1957.0,C17,2
Director_126831,G1,1880.0,C26,12
Director_126984,G1,1932.0,C7,11
Director_127073,G1,1934.0,C72,1
Director_127122,G1,1950.0,C17,5
Director_127129,G1,1923.0,C17,1
Director_127132,G1,1946.0,C17,1
Director_127216,G1,1978.0,C16,4
Director_127380,G1,1946.0,C1,1
Director_127459,G1,1933.0,C48,5
Director_127529,G1,1893.0,C24,1
Director_127643,G1,1971.0,C4,1
Director_127664,G1,1975.0,C7,5
Director_1810150,G2,1967.0,C2,9
Director_127749,G1,1957.0,C7,8
Director_127752,G1,1969.0,C93,1
Director_127802,G1,1975.0,C1,6
Director_127896,G1,1966.0,C45,2
Director_127941,G1,1946.0,C45,5
Director_128093,G1,1940.0,C24,31
Director_128138,G1,1917.0,C127,1
Director_128485,G1,1964.0,C7,8
Director_128578,G1,1943.0,C2,2
Director_128619,G1,1978.0,C55,1
Director_128807,G1,1935.0,C18,4
Director_128976,G1,1963.0,C26,3
Director_129055,G1,1892.0,C4,11
Director_129107,G1,1963.0,C1,2
Director_129200,G1,1979.0,C7,5
Director_129347,G1,1968.0,C7,1
Director_129413,G1,1937.0,C18,1
Director_1811226,G2,1943.0,C8,1
Director_129479,G1,1941.0,C8,2
Director_129598,G1,1939.0,C18,9
Director_129615,G1,1945.0,C7,6
Director_129632,G1,1962.0,C18,3
Director_129667,G1,1918.0,C18,48
Director_129789,G1,1963.0,C4,1
Director_129834,G1,1977.0,C4,1
Director_129836,G1,1921.0,C4,1
Director_129884,G1,1924.0,C17,13
Director_129935,G1,1962.0,C18,3
Director_1811611,G2,1964.0,C18,2
Director_130043,G1,1923.0,C18,1
Director_130104,G1,1973.0,C18,2
Director_130278,G1,1955.0,C53,1
Director_130357,G1,1977.0,C7,1
Director_130367,G1,1934.0,C7,1
Director_130381,G1,1903.0,C7,74
Director_130394,G1,1895.0,C7,30
Director_130832,G1,1963.0,C40,5
Director_130833,G1,1956.0,C7,1
Director_130888,G1,1961.0,C7,9
Director_130982,G1,1968.0,C7,1
Director_1812153,G2,1955.0,C53,1
Director_1812160,G2,1963.0,C7,8
Director_131124,G1,1925.0,C7,1
Director_131315,G1,1951.0,C1,1
Director_131322,G1,1889.0,C4,3
Director_131515,G1,1938.0,C73,7
Director_131695,G1,1955.0,C26,3
Director_131902,G1,1929.0,C26,1
Director_131925,G1,1891.0,C2,16
Director_132012,G1,1892.0,C2,1
Director_132249,G1,1969.0,C39,2
Director_132333,G1,1905.0,C7,72
Director_132411,G1,1944.0,C38,9
Director_132496,G1,1976.0,C7,2
Director_132506,G1,1910.0,C18,2
Director_132558,G1,1899.0,C4,31
Director_132560,G1,1965.0,C39,1
Director_132698,G1,1959.0,C7,1
Director_132803,G1,1967.0,C7,1
Director_132820,G1,1954.0,C7,3
Director_132836,G1,1960.0,C7,10
Director_133017,G1,1919.0,C7,2
Director_1813264,G2,1956.0,C72,3
Director_133076,G1,1961.0,C1,1
Director_133173,G1,1973.0,C7,1
Director_133187,G1,1958.0,C1,2
Director_133254,G1,1934.0,C2,23
Director_133264,G1,1949.0,C1,4
Director_1813390,G2,1896.0,C2,1
Director_133396,G1,1927.0,C55,1
Director_133550,G1,1928.0,C7,3
Director_133572,G1,1944.0,C7,9
Director_133654,G1,1917.0,C7,25
Director_133808,G1,1950.0,C2,4
Director_134368,G1,1903.0,C2,19
Director_134459,G1,1965.0,C2,1
Director_1814084,G2,1892.0,C17,1
Director_134488,G1,1965.0,C17,2
Director_134505,G1,1977.0,C7,1
Director_1814112,G2,1947.0,C2,3
Director_134558,G1,1982.0,C7,9
Director_134669,G1,1940.0,C17,18
Director_134673,G1,1947.0,C17,9
Director_134995,G1,1942.0,C2,9
Director_1814357,G2,1968.0,C2,2
Director_135129,G1,1914.0,C7,4
Director_135152,G1,1969.0,C10,1
Director_135218,G1,1927.0,C55,1
Director_135422,G1,1929.0,C2,8
Director_1814675,G2,1980.0,C7,1
Director_135569,G1,1967.0,C7,1
Director_135671,G1,1959.0,C2,14
Director_135712,G1,1973.0,C7,1
Director_1814771,G2,1975.0,C7,4
Director_135936,G1,1973.0,C1,4
Director_136045,G1,1942.0,C1,1
Director_136340,G1,1940.0,C1,6
Director_136494,G1,1952.0,C21,1
Director_1815307,G2,1973.0,C7,2
Director_136713,G1,1970.0,C4,1
Director_136714,G1,1976.0,C7,2
Director_136725,G1,1971.0,C2,3
Director_1815523,G2,1962.0,C9,4
Director_137014,G1,1925.0,C35,1
Director_137109,G1,1934.0,C17,3
Director_137267,G1,1977.0,C10,1
Director_137385,G1,1932.0,C4,21
Director_137442,G1,1963.0,C7,3
Director_137498,G1,1985.0,C2,1
Director_137594,G1,1971.0,C2,5
Director_137697,G1,1981.0,C7,1
Director_137861,G1,1913.0,C28,1
Director_138002,G1,1966.0,C28,6
Director_138007,G1,1974.0,C26,1
Director_138026,G1,1963.0,C28,6
Director_138353,G1,1949.0,C28,13
Director_1816251,G2,1972.0,C28,2
Director_138393,G1,1969.0,C28,6
Director_138977,G1,1922.0,C21,1
Director_139049,G1,1958.0,C21,1
Director_139128,G1,1968.0,C7,1
Director_139147,G1,1907.0,C17,15
Director_139202,G1,1904.0,C17,22
Director_139232,G1,1939.0,C17,15
Director_139268,G1,1945.0,C21,4
Director_1816792,G2,1957.0,C1,1
Director_139430,G1,1957.0,C102,2
Director_139599,G1,1965.0,C20,1
Director_139602,G1,1909.0,C7,10
Director_139604,G1,1900.0,C7,4
Director_139709,G1,1974.0,C128,2
Director_1817137,G2,1963.0,C7,1
Director_140023,G1,1931.0,C36,1
Director_140156,G1,1933.0,C7,1
Director_140323,G1,1957.0,C36,1
Director_140374,G1,1971.0,C72,1
Director_140385,G1,1956.0,C7,1
Director_1817348,G2,1982.0,C7,1
Director_140517,G1,1910.0,C115,3
Director_140529,G1,1959.0,C55,2
Director_140556,G1,1935.0,C5,2
Director_140686,G1,1966.0,C2,1
Director_1817518,G2,1960.0,C72,12
Director_140792,G1,1978.0,C4,4
Director_140849,G1,1961.0,C7,1
Director_140911,G1,1942.0,C2,5
Director_141021,G1,1955.0,C17,2
Director_141039,G1,1954.0,C2,1
Director_1817701,G2,1951.0,C7,11
Director_141377,G1,1968.0,C39,1
Director_141658,G1,1944.0,C65,3
Director_141701,G1,1951.0,C74,3
Director_141809,G1,1937.0,C24,1
Director_141978,G1,1981.0,C7,4
Director_141980,G1,1982.0,C7,1
Director_142105,G1,1940.0,C7,19
Director_142135,G1,1983.0,C26,2
Director_142266,G1,1918.0,C36,11
Director_142437,G1,1971.0,C7,1
Director_142483,G1,1970.0,C7,1
Director_142526,G1,1901.0,C2,8
Director_142746,G1,1928.0,C7,12
Director_142942,G1,1949.0,C40,9
Director_143033,G1,1963.0,C38,1
Director_143040,G1,1958.0,C7,10
Director_1818721,G2,1937.0,C2,1
Director_143185,G1,1923.0,C7,2
Director_143505,G1,1889.0,C7,3
Director_143672,G1,1934.0,C123,1
Director_143819,G1,1978.0,C7,2
Director_1819158,G2,1959.0,C26,9
Director_144015,G1,1957.0,C7,6
Director_144153,G1,1977.0,C7,2
Director_144171,G1,1894.0,C26,2
Director_144277,G1,1903.0,C7,3
Director_144305,G1,1891.0,C4,1
Director_144462,G1,1929.0,C26,1
Director_144492,G1,1945.0,C26,4
Director_1819475,G2,1946.0,C26,1
Director_144501,G1,1944.0,C33,5
Director_144750,G1,1925.0,C55,1
Director_144991,G1,1983.0,C7,1
Director_145383,G1,1948.0,C7,2
Director_145500,G1,1923.0,C7,1
Director_145529,G1,1974.0,C7,2
Director_145576,G1,1932.0,C7,1
Director_145606,G1,1927.0,C17,1
Director_145841,G1,1962.0,C53,3
Director_146119,G1,1942.0,C4,1
Director_146169,G1,1931.0,C2,2
Director_146319,G1,1961.0,C2,3
Director_146356,G1,1872.0,C7,3
Director_146437,G1,1934.0,C7,10
Director_146443,G1,1963.0,C7,1
Director_146516,G1,1979.0,C69,5
Director_146600,G1,1956.0,C55,1
Director_146726,G1,1963.0,C20,1
Director_146769,G1,1959.0,C72,7
Director_146846,G1,1957.0,C26,4
Director_1820745,G2,1965.0,C110,1
Director_147525,G1,1974.0,C7,5
Director_147560,G1,1975.0,C7,1
Director_147839,G1,1971.0,C7,1
Director_147878,G1,1967.0,C26,2
Director_147922,G1,1973.0,C7,10
Director_147984,G1,1961.0,C7,2
Director_148633,G1,1875.0,C26,13
Director_149112,G1,1933.0,C87,1
Director_149137,G1,1930.0,C2,8
Director_149179,G1,1973.0,C7,1
Director_149209,G1,1977.0,C7,1
Director_149210,G1,1974.0,C7,1
Director_149335,G1,1905.0,C7,34
Director_149382,G1,1950.0,C54,3
Director_149406,G1,1941.0,C26,7
Director_149533,G1,1971.0,C24,2
Director_149588,G1,1917.0,C10,2
Director_149981,G1,1983.0,C7,1
Director_150162,G1,1928.0,C24,3
Director_150382,G1,1952.0,C2,4
Director_150436,G1,1949.0,C53,2
Director_150745,G1,1980.0,C1,1
Director_150758,G1,1964.0,C1,1
Director_151275,G1,1935.0,C7,8
Director_151290,G1,1939.0,C4,1
Director_151317,G1,1971.0,C4,2
Director_151608,G1,1964.0,C16,2
Director_151660,G1,1921.0,C1,6
Director_151698,G1,1900.0,C17,21
Director_151793,G1,1968.0,C7,1
Director_151922,G1,1928.0,C7,2
Director_151962,G1,1968.0,C72,1
Director_152007,G1,1950.0,C36,2
Director_152098,G1,1979.0,C130,3
Director_152337,G1,1943.0,C7,34
Director_152484,G1,1984.0,C22,1
Director_152486,G1,1938.0,C36,5
Director_152572,G1,1936.0,C26,1
Director_152688,G1,1959.0,C7,1
Director_152772,G1,1965.0,C26,2
Director_152797,G1,1971.0,C7,7
Director_152804,G1,1939.0,C2,18
Director_153069,G1,1952.0,C7,1
Director_153070,G1,1965.0,C7,1
Director_1824386,G2,1979.0,C33,1
Director_153338,G1,1978.0,C7,1
Director_153609,G1,1869.0,C72,6
Director_153663,G1,1913.0,C8,3
Director_153709,G1,1979.0,C54,4
Director_153994,G1,1951.0,C7,1
Director_1824994,G2,1972.0,C33,1
Director_154203,G1,1930.0,C10,12
Director_1825330,G2,1961.0,C7,2
Director_154997,G1,1947.0,C4,24
Director_1825520,G2,1965.0,C38,2
Director_155062,G1,1963.0,C7,1
Director_155228,G1,1967.0,C2,1
Director_155233,G1,1937.0,C7,13
Director_155246,G1,1925.0,C2,7
Director_155275,G1,1937.0,C10,1
Director_155290,G1,1892.0,C7,26
Director_1825801,G2,1975.0,C4,2
Director_155512,G1,1914.0,C55,13
Director_155590,G1,1943.0,C1,1
Director_155738,G1,1892.0,C7,3
Director_155809,G1,1972.0,C7,1
Director_156286,G1,1929.0,C19,5
Director_156341,G1,1938.0,C37,11
Director_156506,G1,1931.0,C19,1
Director_156535,G1,1971.0,C4,5
Director_156563,G1,1956.0,C10,3
Director_156729,G1,1948.0,C4,3
Director_156760,G1,1967.0,C17,1
Director_1826441,G2,1942.0,C21,2
Director_156959,G1,1933.0,C1,7
Director_156995,G1,1958.0,C4,1
Director_156997,G1,1953.0,C26,5
Director_157079,G1,1966.0,C2,7
Director_157309,G1,1971.0,C14,1
